name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for cover plaster, organic;cover plaster, organic;SSP5-PkBudg500-2030;kilogram;;GLO;0ff1df29b9c4983797d38060a8d2fb2c;;23940;Manufacture of cement, lime and plaster;37410;Plasters;GlasNonMetal;Glass & other non-metallic products
market for fishmeal, 63-65% protein;fishmeal, 63-65% protein;SSP5-PkBudg500-2030;kilogram;;GLO;1caf7675422a5b52fe6e9bfb82ac11e3;;10200;Processing and preserving of fish, crustaceans and molluscs;21291;Flours, meals and pellets, inedible, of fish, crustaceans, molluscs or other aquatic invertebrates;ProcBio;Food & beverages, animal feed
market for trichloroethylene;trichloroethylene;SSP5-PkBudg500-2030;kilogram;;GLO;4ef3396c8a1b189617f84c6a339dcbef;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for purse seiner, steel;purse seiner, steel;SSP5-PkBudg500-2030;kilogram;;GLO;476db8d5d12f571bca72bb11b3081de7;;3110;Marine fishing;49315;"Fishing vessels; factory ships and other vessels for processing or preserving fishery products";MachElecTrans;Transport vehicles
market for cement, CP II-E;cement, CP II-E;SSP5-PkBudg500-2030;kilogram;;World;2b95b55b2d784ef1ab5741d73d371504;;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market for polydimethylsiloxane;polydimethylsiloxane;SSP5-PkBudg500-2030;kilogram;;GLO;e16c8d7f2c6b473ae8bebc5d652f307f;;20110;Manufacture of basic chemicals;34790;"Other plastics in primary forms; ion exchangers";PlastRub;Plastics & rubber products
market for prochloraz;prochloraz;SSP5-PkBudg500-2030;kilogram;;GLO;a7349cf63913eb32029552c1c9a9a20e;;20110;Manufacture of basic chemicals;34662;Fungicides;Chemical;Chemical products
market for acrylonitrile;acrylonitrile;SSP5-PkBudg500-2030;kilogram;;GLO;9a5d8b504b687999106456a802f9075e;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for alkylbenzene sulfonate, linear, petrochemical;alkylbenzene sulfonate, linear, petrochemical;SSP5-PkBudg500-2030;kilogram;;GLO;580ef642d9debd096e2bf9303df5077d;;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;34100;Basic organic chemicals;Chemical;Chemical products
market for barley grain, feed;barley grain, feed;SSP5-PkBudg500-2030;kilogram;;GLO;86195da4fafcdfd13d423ada96fefb6c;;10800;Manufacture of prepared animal feeds;23319;Preparations used in animal feeding n.e.c.;ProcBio;Food & beverages, animal feed
market for sawnwood, hardwood, raw, dried (u=20%);sawnwood, hardwood, raw, dried (u=20%);SSP5-PkBudg500-2030;cubic meter;;RoW;e17a492637a3f0da009b56adc791bf7e;;16100;Sawmilling and planing of wood;31102;Wood, sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6 mm, of non-coniferous wood;ProcBio;Wood, straw & cork
market for three and five layered board;three and five layered board;SSP5-PkBudg500-2030;cubic meter;;RoW;a9b8787ddd5404b6abd259278c6d0c0d;;16210;Manufacture of veneer sheets and wood-based panels;31411;Plywood consisting solely of sheets, of coniferous wood;ProcBio;Wood, straw & cork
market for miscanthus, chopped;miscanthus, chopped;SSP5-PkBudg500-2030;kilogram;;GLO;e625b878c9a0f275c472f962ad8cfaf6;;1290;Growing of other perennial crops;1990;Other raw vegetable materials, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for tetrahydrofuran;tetrahydrofuran;SSP5-PkBudg500-2030;kilogram;;GLO;db6197d04ddc76f4bfa7b1a06597f4ff;;20110;Manufacture of basic chemicals;35230;Lactones n.e.c., heterocyclic compounds with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring[…];Chemical;Chemical products
market for toluene, liquid;toluene, liquid;SSP5-PkBudg500-2030;kilogram;;RoW;9414676a9e496f1dbed42962f4adaddb;;20110;Manufacture of basic chemicals;34110;Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives;Chemical;Chemical products
market for aluminium removed by turning, primarily dressing, conventional;aluminium removed by turning, primarily dressing, conventional;SSP5-PkBudg500-2030;kilogram;;GLO;b7bf67e6f0e0f1507a07b9c03275c5a9;;25920;"Treatment and coating of metals; machining";39363;Waste and scrap of aluminium;AgriForeAnim;Agricultural & forestry products
market for pentane;pentane;SSP5-PkBudg500-2030;kilogram;;GLO;3b649f817f9d16795e8b59e57d32fb00;;20110;Manufacture of basic chemicals;33300;"Petroleum oils and oils obtained from bituminous materials, other than crude; preparations n.e.c. containing by […]";OreMinFuel;Ores, minerals & fuels
market for cement, Portland;cement, Portland;SSP5-PkBudg500-2030;kilogram;;RoW;4515b897230bf5a672ab547a9b655c41;;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market for printed wiring board, surface mounted, unspecified, Pb containing;printed wiring board, surface mounted, unspecified, Pb containing;SSP5-PkBudg500-2030;kilogram;;GLO;db0413d27e791eab59ab8577d188a8ef;;26100;Manufacture of electronic components and boards;47130;Printed circuits;MachElecTrans;Metal/electronic equipments & parts
market for copper, anode;copper, anode;SSP5-PkBudg500-2030;kilogram;;GLO;6d673652ae29f74dc59fb0fc229bf6db;;24200;Manufacture of basic precious and other non-ferrous metals;41412;"Unrefined copper; copper anodes for electrolytic refining";MetalAlloy;Basic metals & alloys, their semi-finished products
market for aluminium alloy, AlLi;aluminium alloy, AlLi;SSP5-PkBudg500-2030;kilogram;;GLO;2ff21a311a8de097f53330dab86cd068;;24200;Manufacture of basic precious and other non-ferrous metals;41431;Unwrought aluminium;MetalAlloy;Basic metals & alloys, their semi-finished products
market for fish residues;fish residues;SSP5-PkBudg500-2030;kilogram;;GLO;c054de9ed3aac8172ed3a4923ebbc274;;10200;Processing and preserving of fish, crustaceans and molluscs;21221;Fish fillets and fish meat (whether or not minced), fresh or chilled;ProcBio;Food & beverages, animal feed
market for cadmium sludge from zinc electrolysis stockpiling;cadmium sludge from zinc electrolysis stockpiling;SSP5-PkBudg500-2030;kilogram;;GLO;fee3dbb3677ca6f7d54a606dfdf44263;;24200;Manufacture of basic precious and other non-ferrous metals;39367;Waste and scrap of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium […];AgriForeAnim;Agricultural & forestry products
market for phenoxy-compound;phenoxy-compound;SSP5-PkBudg500-2030;kilogram;;GLO;c6a6d2b78b57469fae4b82a6a19a69c4;;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for enriched uranium, 4.2%;enriched uranium, 4.2%;SSP5-PkBudg500-2030;kilogram;;GLO;9979ff659598e5a4ec5362166d3af58a;;20110;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
market for cement, CEM IV/B;cement, CEM IV/B;SSP5-PkBudg500-2030;kilogram;;RoW;27797437155ad8afaf5d6cd64caae922;;23940;Manufacture of cement, lime and plaster;37440;Portland cement, aluminous cement, slag cement and similar hydraulic cements, except in the form of clinkers;GlasNonMetal;Glass & other non-metallic products
market for dimethyl sulfide;dimethyl sulfide;SSP5-PkBudg500-2030;kilogram;;GLO;fbed425482ee773fb5e2910f71d8141e;;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market for diesel, low-sulfur, 20-year period;diesel, low-sulfur;SSP5-PkBudg500-2030;kilogram;;World;eaf1de4772fd48f5861e8ecaeac20c86;;19200;Manufacture of refined petroleum products;33360;Gas oil;OreMinFuel;Ores, minerals & fuels
market for pineapple;pineapple;SSP5-PkBudg500-2030;kilogram;;GLO;a6d055e9c2bd0cd346d40223a8487d96;;1220;Growing of tropical and subtropical fruits;1318;Pineapples;AgriForeAnim;Agricultural & forestry products
market for sodium borates;sodium borates;SSP5-PkBudg500-2030;kilogram;;GLO;de03d27ded836711c700f636845168d5;;8910;Mining of chemical and fertilizer minerals;16190;Other chemical minerals;OreMinFuel;Ores, minerals & fuels
market for polyvinylchloride, emulsion polymerised;polyvinylchloride, emulsion polymerised;SSP5-PkBudg500-2030;kilogram;;GLO;ac0803d0780fb604ecba4c29f2df3dbd;;20130;Manufacture of plastics and synthetic rubber in primary forms;34730;Polymers of vinyl chloride or other halogenated olefins, in primary forms;PlastRub;Plastics & rubber products
market for SOx retained, in lignite flue gas desulfurisation;SOx retained, in lignite flue gas desulfurisation;SSP5-PkBudg500-2030;kilogram;;GLO;22b001cc716f2493337e6e93d2a10e1c;;35100;Electric power generation, transmission and distribution;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for pumice;pumice;SSP5-PkBudg500-2030;kilogram;;GLO;62ef173cba81e1972e31e39b0afba433;;8100;Quarrying of stone, sand and clay;16320;"Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natura[…]";OreMinFuel;Ores, minerals & fuels
market for cabbage red;cabbage red;SSP5-PkBudg500-2030;kilogram;;GLO;73c4f8da7274d6f25d3e1e504dd3e8bf;;1130;Growing of vegetables and melons, roots and tubers;1212;Cabbages;AgriForeAnim;Agricultural & forestry products
market for gravel, round;gravel, round;SSP5-PkBudg500-2030;kilogram;;RoW;306679b4bd7a801c5d60a2ff37fb3734;;8100;Quarrying of stone, sand and clay;15320;"Pebbles, gravel, broken or crushed stone, macadam; granules, chippings and powder of stone";OreMinFuel;Ores, minerals & fuels
market for lithium brine, 6.7 % Li;lithium brine, 6.7 % Li;SSP5-PkBudg500-2030;kilogram;;GLO;7d09be96b08495461b278bbf22fd5dfe;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for nitrogen, liquid;nitrogen, liquid;SSP5-PkBudg500-2030;kilogram;;RoW;2ba127601085d3c181813d9d3c33b22a;;20110;Manufacture of basic chemicals;34210;"Hydrogen, nitrogen, oxygen, carbon dioxide and rare gases; inorganic oxygen compounds of non-metals n.e.c.";Chemical;Chemical products
market for ryegrass-Egyptian&Persian clover-mixture silage;ryegrass-Egyptian&Persian clover-mixture silage;SSP5-PkBudg500-2030;kilogram;;GLO;3688f1be274328735ea95986e26397c0;;1610;Support activities for crop production;1919;Forage products, n.e.c.;AgriForeAnim;Agricultural & forestry products
market for indolylbutyric acid;indolylbutyric acid;SSP5-PkBudg500-2030;kilogram;;GLO;af3eb9c0084ad1a3c230675bdf7cc891;;20110;Manufacture of basic chemicals;34160;"Organo-sulphur compounds and other organo-inorganic compounds; heterocyclic compounds n.e.c.; nucleic acids an[…]";Chemical;Chemical products
market for methyl acrylate;methyl acrylate;SSP5-PkBudg500-2030;kilogram;;GLO;64f170c7a9a2a409dae1b83ad7eaa4f3;;20110;Manufacture of basic chemicals;34140;Carboxylic acids and their anhydrides, halides, peroxides and peroxyacids and their halogenated, sulphonated, […];Chemical;Chemical products
market for avocado;avocado;SSP5-PkBudg500-2030;kilogram;;GLO;b06f3767f8adb40e883a49c75633b82e;;1220;Growing of tropical and subtropical fruits;1311;Avocados;AgriForeAnim;Agricultural & forestry products
market for cabbage white;cabbage white;SSP5-PkBudg500-2030;kilogram;;GLO;9f1a495659062ffc1fc4c3dac57c6f36;;1130;Growing of vegetables and melons, roots and tubers;1212;Cabbages;AgriForeAnim;Agricultural & forestry products
market for ammonium bicarbonate;ammonium bicarbonate;SSP5-PkBudg500-2030;kilogram;;RoW;7b9fc672c256b4bf825fe423670daae2;;20120;Manufacture of fertilizers and nitrogen compounds;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for chassis, internet access equipment;chassis, internet access equipment;SSP5-PkBudg500-2030;kilogram;;GLO;92845125973b2a0581cdc0d662c0d64f;;26300;Manufacture of communication equipment;47401;Parts for the goods of subclasses 47221 to 47223;MachElecTrans;Metal/electronic equipments & parts
market for steel, low-alloyed;steel, low-alloyed;SSP5-PkBudg500-2030;kilogram;;World;7c17b05f1b8147758be8f1884c17aa98;;24100;Manufacture of basic iron and steel;41122;Alloy steel in ingots or other primary forms and semi-finished products of alloy steel;MetalAlloy;Basic metals & alloys, their semi-finished products
market for copper cake;copper cake;SSP5-PkBudg500-2030;kilogram;;GLO;49946336299fce3d89a8e78a96ddedd4;;24200;Manufacture of basic precious and other non-ferrous metals;41412;"Unrefined copper; copper anodes for electrolytic refining";MetalAlloy;Basic metals & alloys, their semi-finished products
market for optical brighteners, for paper production;optical brighteners, for paper production;SSP5-PkBudg500-2030;kilogram;;RoW;165d783973ce277a52205f0e419e0ae9;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for cyanoacetic acid;cyanoacetic acid;SSP5-PkBudg500-2030;kilogram;;RoW;b82d80fed563accbbfa65c5952ee6f5d;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for diesel, low-sulfur, 60-year period;diesel, low-sulfur;SSP5-PkBudg500-2030;kilogram;;World;23da7ed13e6d46aba6d32938acab11a1;;19200;Manufacture of refined petroleum products;33360;Gas oil;OreMinFuel;Ores, minerals & fuels
market for dairy;dairy;SSP5-PkBudg500-2030;cubic meter;;GLO;b2acdb9d5e57f16a3a2e152d5a6ff213;;41000;Construction of buildings;53121;Industrial buildings;Construction;Construction
market for cocoa bean;cocoa bean;SSP5-PkBudg500-2030;kilogram;;GLO;65558068053a6b90002c0bd52fbb898c;;1270;Growing of beverage crops;1640;Cocoa beans;AgriForeAnim;Agricultural & forestry products
market for petroleum coke;petroleum coke;SSP5-PkBudg500-2030;kilogram;;GLO;b19ef859637e81bacd559b636cba136e;;19200;Manufacture of refined petroleum products;33000;"Coke oven products; refined petroleum products; nuclear fuel";OreMinFuel;Ores, minerals & fuels
market for carbon black;carbon black;SSP5-PkBudg500-2030;kilogram;;GLO;d159da75569807fa5869d3a82f5de121;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for polyvinylfluoride, film;polyvinylfluoride, film;SSP5-PkBudg500-2030;kilogram;;GLO;f7626f7b7d0f5c52de4029c40a54bbcd;;22200;Manufacture of plastics products;36330;Plates, sheets, film, foil and strip, of plastics, not self-adhesive, non-cellular and not reinforced, laminat[…];PlastRub;Plastics & rubber products
market for fluorine, liquid;fluorine, liquid;SSP5-PkBudg500-2030;kilogram;;RoW;6ef050acf60a2629f936e28e8edab112;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for electronics, for control units;electronics, for control units;SSP5-PkBudg500-2030;kilogram;;GLO;23810b0bbe04fca71b0f53fc97d56360;;27100;Manufacture of electric motors, generators, transformers and electricity di;48200;Instruments and appliances for measuring, checking, testing, navigating and other purposes, except optical instr[…];MachElecTrans;Metal/electronic equipments & parts
market for phosgene, liquid;phosgene, liquid;SSP5-PkBudg500-2030;kilogram;;RoW;85e0369591f9007f1380c2d4a944fe6f;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for cobalt hydroxide;cobalt hydroxide;SSP5-PkBudg500-2030;kilogram;;GLO;15bc9af41ae15098d9fa3e9fd1fa69c6;;7290;Mining of other non-ferrous metal ores;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for aluminium alloy, AlMg3;aluminium alloy, AlMg3;SSP5-PkBudg500-2030;kilogram;;GLO;f3128ab8a7df03c2c38e306c2967cd92;;24200;Manufacture of basic precious and other non-ferrous metals;41431;Unwrought aluminium;MetalAlloy;Basic metals & alloys, their semi-finished products
